"Ec","U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
1.08486e-04,4.14125e-05,-1.03051e-04,-2.67469e-07,-2.73543e-05,1.00000e-01,2.00000e-01,2.50000e-02
