"Ec","U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
1.11813e-04,5.06235e-05,-1.03175e-04,-1.43079e-06,-1.75607e-05,1.00000e-01,2.00000e-01,2.50000e-02
