"Ec","U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
1.12696e-04,5.07188e-05,-1.03163e-04,-1.02347e-06,-1.64771e-05,1.00000e-01,2.00000e-01,2.50000e-02
