"Ec","U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
6.71647e-05,3.16154e-05,-1.02476e-04,-4.95011e-08,-3.69174e-06,1.00000e-01,2.00000e-01,2.50000e-02
