"Ec","U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
1.18662e-04,5.47402e-05,-1.03300e-04,-7.06415e-07,-2.06709e-05,1.00000e-01,2.00000e-01,2.50000e-02
