"Ec","U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
1.09363e-04,4.45637e-05,-1.03080e-04,-3.15048e-07,-2.65607e-05,1.00000e-01,2.00000e-01,2.50000e-02
