"Ec","U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
1.08594e-04,4.69207e-05,-1.03046e-04,-4.12238e-07,-2.59319e-05,1.00000e-01,2.00000e-01,2.50000e-02
