"Ec","U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
9.40429e-05,3.19451e-05,-1.02397e-04,-2.66751e-07,-2.27080e-05,1.00000e-01,2.00000e-01,2.50000e-02
