"Ec","U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
1.41025e-05,3.10688e-05,-9.99724e-05,-5.84706e-08,1.64493e-05,1.00000e-01,2.00000e-01,2.50000e-02
