"Ec","U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
1.09129e-04,5.56960e-05,-1.02980e-04,4.45856e-07,-2.17511e-05,1.00000e-01,2.00000e-01,2.50000e-02
