"Ec","U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
2.26791e-05,3.15219e-05,-1.01808e-04,-8.86700e-08,5.39583e-06,1.00000e-01,2.00000e-01,2.50000e-02
