"Ec","U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
1.08760e-04,5.83254e-05,-1.03127e-04,4.02487e-07,-1.94599e-05,1.00000e-01,2.00000e-01,2.50000e-02
