"Ec","U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
1.18001e-04,5.54414e-05,-1.03460e-04,-9.50308e-07,-1.98089e-05,1.00000e-01,2.00000e-01,2.50000e-02
