"Ec","U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
1.08760e-04,4.60776e-05,-1.03028e-04,-4.08716e-07,-2.68301e-05,1.00000e-01,2.00000e-01,2.50000e-02
