"Ec","U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
1.18861e-04,5.28278e-05,-1.03021e-04,9.36627e-07,-1.66435e-05,1.00000e-01,2.00000e-01,2.50000e-02
