"Ec","U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
7.32107e-05,3.15860e-05,-1.02457e-04,-6.93552e-08,-5.19183e-06,1.00000e-01,2.00000e-01,2.50000e-02
