"Ec","U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
1.20298e-04,5.37664e-05,-1.02838e-04,5.31314e-07,-1.94984e-05,1.00000e-01,2.00000e-01,2.50000e-02
