"Ec","U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
1.15032e-04,5.58645e-05,-1.03331e-04,-1.86532e-07,-2.04626e-05,1.00000e-01,2.00000e-01,2.50000e-02
