"Ec","U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
1.10955e-04,5.84787e-05,-1.03278e-04,1.59056e-07,-2.09833e-05,1.00000e-01,2.00000e-01,2.50000e-02
