"Ec","U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
1.11472e-04,5.03801e-05,-1.03298e-04,-6.92445e-07,-1.93489e-05,1.00000e-01,2.00000e-01,2.50000e-02
