"Ec","U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
1.08865e-04,4.07050e-05,-1.02976e-04,-3.19192e-07,-2.79120e-05,1.00000e-01,2.00000e-01,2.50000e-02
