"Ec","U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
1.06688e-04,3.43339e-05,-1.02598e-04,-1.16496e-07,-2.83228e-05,1.00000e-01,2.00000e-01,2.50000e-02
