"Ec","U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
1.09321e-04,5.63521e-05,-1.03027e-04,-1.02142e-07,-1.97732e-05,1.00000e-01,2.00000e-01,2.50000e-02
