"Ec","U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
1.09545e-04,5.81935e-05,-1.03255e-04,2.91211e-07,-2.06082e-05,1.00000e-01,2.00000e-01,2.50000e-02
