"Ec","U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
1.15867e-04,5.14960e-05,-1.03129e-04,5.48148e-07,-1.65849e-05,1.00000e-01,2.00000e-01,2.50000e-02
