"Ec","U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
1.13758e-04,5.08007e-05,-1.02993e-04,-3.11447e-07,-1.65920e-05,1.00000e-01,2.00000e-01,2.50000e-02
