"Ec","T","U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
1.03172e-04,1.21868e+00,3.31081e-05,-1.02428e-04,-1.59639e-07,-2.66775e-05,1.00000e-01,2.00000e-01,2.50000e-02
