"Ec","T","U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
9.10662e-05,1.21274e+00,3.17732e-05,-1.02374e-04,-8.61071e-08,-1.92562e-05,1.00000e-01,2.00000e-01,2.50000e-02
