"Ec","T","U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
1.08804e-04,1.22297e+00,3.54849e-05,-1.02642e-04,-6.01145e-08,-2.95526e-05,1.00000e-01,2.00000e-01,2.50000e-02
