"Ec","T","U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
1.12707e-04,1.27224e+00,5.70052e-05,-1.02843e-04,-2.30837e-07,-1.86020e-05,1.00000e-01,2.00000e-01,2.50000e-02
