"Ec","T","U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
1.19408e-04,1.25442e+00,5.40906e-05,-1.03031e-04,-1.74495e-07,-2.10952e-05,1.00000e-01,2.00000e-01,2.50000e-02
