"Ec","T","U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
1.11188e-04,1.22817e+00,3.82392e-05,-1.02994e-04,-3.51639e-07,-3.07268e-05,1.00000e-01,2.00000e-01,2.50000e-02
