"Ec","T","U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
1.15404e-04,1.27096e+00,5.75896e-05,-1.03125e-04,-1.85301e-07,-1.85751e-05,1.00000e-01,2.00000e-01,2.50000e-02
