"Ec","T","U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
1.00666e-04,1.21695e+00,3.27693e-05,-1.02437e-04,-2.26304e-07,-2.58098e-05,1.00000e-01,2.00000e-01,2.50000e-02
