"Ec","T","U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
1.09000e-04,1.24085e+00,4.84989e-05,-1.03206e-04,-4.24409e-07,-2.41947e-05,1.00000e-01,2.00000e-01,2.50000e-02
