"Ec","T","U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
1.09216e-04,1.23411e+00,4.28344e-05,-1.03049e-04,-1.21902e-07,-2.67708e-05,1.00000e-01,2.00000e-01,2.50000e-02
