"Ec","T","U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
1.11217e-04,1.22730e+00,3.75259e-05,-1.02937e-04,-3.84444e-07,-3.05131e-05,1.00000e-01,2.00000e-01,2.50000e-02
