"Ec","T","U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
1.14085e-04,1.27160e+00,5.72311e-05,-1.03031e-04,-4.05522e-07,-1.83068e-05,1.00000e-01,2.00000e-01,2.50000e-02
