"Ec","T","U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
1.14388e-04,1.24789e+00,5.09031e-05,-1.02940e-04,1.94219e-07,-1.65445e-05,1.00000e-01,2.00000e-01,2.50000e-02
