"Ec","T","U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
1.09096e-04,1.26044e+00,5.74235e-05,-1.03397e-04,6.52132e-07,-2.02141e-05,1.00000e-01,2.00000e-01,2.50000e-02
