"Ec","T","U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
1.13311e-04,1.26629e+00,5.89470e-05,-1.03202e-04,6.93227e-08,-2.03717e-05,1.00000e-01,2.00000e-01,2.50000e-02
