"Ec","T","U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
1.09715e-04,1.22383e+00,3.58132e-05,-1.02645e-04,-1.83557e-07,-3.00518e-05,1.00000e-01,2.00000e-01,2.50000e-02
