"Ec","T","U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
7.89115e-05,1.21053e+00,3.15967e-05,-1.02375e-04,-1.27254e-07,-7.37745e-06,1.00000e-01,2.00000e-01,2.50000e-02
