"Ec","T","U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
1.11599e-04,1.24391e+00,5.04465e-05,-1.03145e-04,-1.05170e-06,-1.83917e-05,1.00000e-01,2.00000e-01,2.50000e-02
