"Ec","T","U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
1.11222e-04,1.22642e+00,3.70307e-05,-1.02860e-04,-3.80020e-07,-3.08010e-05,1.00000e-01,2.00000e-01,2.50000e-02
