"Ec","T","U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
1.14353e-04,1.26697e+00,5.88759e-05,-1.03178e-04,1.02393e-07,-1.96439e-05,1.00000e-01,2.00000e-01,2.50000e-02
