"Ec","T","U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
1.10747e-04,1.24247e+00,5.00144e-05,-1.03334e-04,-4.91415e-07,-2.09224e-05,1.00000e-01,2.00000e-01,2.50000e-02
