"Ec","T","U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
6.08819e-05,1.20785e+00,3.17356e-05,-1.02560e-04,-2.08170e-08,-2.86249e-06,1.00000e-01,2.00000e-01,2.50000e-02
